Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,trip cancellation insurance for any reason,Informational,0.18,0.1,0.02,590,"1,770",$6.20,0.77,1.04,0.82,"1,162",1.29,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.68,0.77,0.68,0.77,0.68,0.68,0.68,0.68,0.68,0.45,0.45,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,trip insurance worth it,Informational,0.2,0.09,0.03,590,"1,770",$7.01,0.77,1.43,0.83,"1,618",1.02,"Featured snippet, Thumbnails, People also ask","0.77,0.30,0.55,0.77,0.68,0.30,0.55,0.68,0.55,0.25,0.45,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,types of car insurance coverage,Commercial,0.35,0.29,0.24,590,"1,770",$36.98,0.72,1.08,0.73,"1,005",0.98,-,"0.11,0.11,0.11,0.13,0.13,0.13,0.13,0.13,0.55,1.00,0.20,0.16"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,types of insurance policies,Informational,0.17,0.09,0.04,590,"1,770",$5.06,0.84,1.21,0.52,935,0.47,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.11,0.11,0.11,0.13,0.16,0.16,0.13,0.13,1.00,0.43,0.20,0.20"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,unclaimed life insurance policies,Informational,0.2,0.14,0.03,590,"1,770",$3.05,0.76,1.4,0.82,"1,544",1.03,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask","1.00,0.81,0.54,0.67,0.81,0.67,0.81,0.67,0.54,0.67,0.67,0.44"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,unclaimed life insurance policy search free,Informational,0.18,0.08,0.01,590,"1,770",$6.80,0.87,1.36,0.54,"1,131",0.42,"Adwords top, Sitelinks, Knowledge card, People also ask, Adwords bottom","1.00,0.11,0.11,1.00,0.22,0.11,0.11,0.33,0.11,0.11,0.11,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,urgent care cost no insurance,Commercial,0.34,0.24,0.18,590,"1,770",$7.00,0.89,1.18,0.62,"1,152",0.58,"Featured snippet, People also ask","0.81,0.30,0.24,0.55,0.63,0.30,0.16,0.81,0.63,0.55,0.45,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,vacation rental insurance,Commercial,0.3,0.23,0.13,590,"1,770",$15.83,0.78,1.04,0.83,"1,192",1.26,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - State Generalized,District of Columbia,Washington,-,-,washington insurance,Commercial,0.32,0.24,0.13,590,"1,770",$17.33,0.9,1.03,0.63,"1,034",0.67,"Sitelinks, Adwords bottom","0.55,0.67,0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Wedding & Event Insurance,-,-,-,-,wedding liability insurance,Commercial,0.33,0.25,0.14,590,"1,770",$15.75,0.83,1.17,0.84,"1,444",1.49,"Adwords top, Sitelinks, People also ask","1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.67,0.55,0.44,0.44,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,wisdom teeth removal cost without insurance 2019,Commercial,0.3,0.23,0.17,590,"1,770",$6.37,0.76,1.11,0.62,926,0.64,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.03,0.06,0.07,0.14,0.46,1.00,0.84,0.84,0.84,0.84,0.68,0.53"
Finance & Insurance Industry,Insurance Services,Life Insurance,Whole Life Insurance,-,-,-,-,cheap whole life insurance,Informational,0.18,0.12,0.06,480,"1,440",$30.72,0.71,1.57,0.83,"1,332",1.48,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","0.59,0.72,0.59,0.59,0.48,0.48,0.59,0.72,0.72,0.72,0.72,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,home insurance terms and definitions,Informational,0.22,0.11,0.02,480,"1,440",$14.18,0.91,1.18,0.54,835,0.48,-,"0.14,0.14,0.14,1.00,0.43,0.14,0.14,0.29,0.14,0.43,0.29,0.29"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how can i get health insurance,Informational,0.2,0.13,0.02,480,"1,440",$8.21,0.91,1.31,0.82,"1,408",1,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.82,0.82,0.82,0.67,0.67,0.67,0.67,0.82,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how is life insurance paid out to beneficiaries,Informational,0.18,0.13,0.07,480,"1,440",$13.69,0.91,1.2,0.64,"1,006",0.59,"Featured snippet, Thumbnails, People also ask, Sitelinks, Adwords bottom","0.66,0.66,0.66,0.81,0.66,0.81,0.81,0.66,0.66,1.00,0.81,0.34"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how long can my child stay on my health insurance,Informational,0.2,0.11,0.04,480,"1,440",$6.47,0.76,1.27,0.62,862,0.53,"Featured snippet, People also ask","1.00,1.00,0.44,0.35,0.67,1.00,0.29,0.23,0.67,0.67,0.35,0.29"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how long is health insurance active after termination,Informational,0.2,0.13,0.04,480,"1,440",$12.44,0.78,1.4,0.63,991,0.71,"Featured snippet, People also ask, Sitelinks","1.00,0.81,0.81,0.81,1.00,0.67,0.67,0.81,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how much do life insurance agents make,Informational,0.19,0.13,0.04,480,"1,440",$16.72,0.93,1.3,0.62,"1,079",0.59,"Featured snippet, Thumbnails, People also ask, Top stories","0.67,0.82,0.82,0.82,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how much does health insurance cost per month,Informational,0.21,0.1,0.02,480,"1,440",$6.12,0.77,1.17,0.63,817,0.66,"Featured snippet, Thumbnails, People also ask","1.00,1.00,1.00,0.48,0.48,0.39,0.32,0.59,0.39,0.48,0.48,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,-,-,-,-,how much flood insurance do i need,Informational,0.23,0.16,0.09,480,"1,440",$6.24,0.77,1.2,0.82,"1,091",1.08,"Featured snippet, People also ask","0.44,0.67,0.67,1.00,0.81,1.00,0.67,0.67,0.44,0.35,0.29,0.54"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how much insurance pays for totaled car,Informational,0.17,0.11,0.03,480,"1,440",$18.21,0.81,1.3,0.62,940,0.64,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.54,0.54,0.44,0.54,0.44,0.54,0.67,1.00,0.81,0.67,0.67,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,how much is a dental cleaning without insurance,Informational,0.2,0.13,0.04,480,"1,440",$5.92,0.79,1.24,0.54,762,0.24,"Featured snippet, Thumbnails, People also ask","0.68,0.68,0.68,0.55,0.55,0.68,0.77,0.77,0.77,1.00,0.77,0.77"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Indiana,-,-,-,how much is car insurance in ny,Informational,0.17,0.1,0.05,480,"1,440",$21.20,0.48,1.06,0.52,381,0.45,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Flood Insurance,Indiana,-,-,-,how much is flood insurance in florida,Informational,0.2,0.09,0.03,480,"1,440",$5.82,0.83,1.18,0.83,"1,171",1.12,"Adwords top, Sitelinks, Featured snippet, People also ask","0.66,1.00,0.81,0.81,0.81,1.00,1.00,1.00,0.66,0.54,0.54,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how much is rental car insurance,Informational,0.17,0.1,0.02,480,"1,440",$5.76,0.9,1,0.63,816,0.61,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.82,0.82,0.82,1.00,0.82,1.00,0.82,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how much life insurance,Informational,0.19,0.1,-0.01,480,"1,440",$14.24,0.9,1.3,0.82,"1,382",1.42,"Adwords top, Sitelinks, Featured snippet, People also ask, Videos, Adwords bottom","0.66,0.54,0.66,0.54,0.44,0.54,0.44,0.54,0.81,1.00,0.66,0.81"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how much life insurance should i get,Informational,0.19,0.09,-0.02,480,"1,440",$13.01,0.77,1.3,0.84,"1,211",1.15,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.67,0.67,0.67,0.43,0.52,0.67,0.67,0.52,0.81,1.00,0.67,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how to buy car insurance,Informational,0.18,0.11,0.05,480,"1,440",$45.30,0.55,1.04,0.83,684,1.24,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.54,0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,how to calculate home insurance coverage,Informational,0.23,0.18,0.07,480,"1,440",$7.68,0.79,1.08,0.53,651,0.46,-,"0.14,0.14,0.14,0.14,1.00,0.71,0.14,0.57,0.14,0.14,0.14,0.14"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how to find a life insurance policy exists,Informational,0.2,0.12,0.06,480,"1,440",$27.68,0.58,1.18,0.84,828,1.03,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.36,0.44,0.44,0.44,0.36,0.44,0.55,0.55,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how to find health insurance,Informational,0.19,0.09,0.04,480,"1,440",$6.83,0.8,1.15,0.83,"1,100",1.23,"Adwords top, Featured snippet, People also ask, Sitelinks, Adwords bottom","0.67,0.82,0.67,0.67,0.67,0.82,0.82,0.82,1.00,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,how to find out if deceased parent had life insurance,Informational,0.2,0.13,0.03,480,"1,440",$5.68,0.77,1.5,0.82,"1,364",1.45,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.20,0.20,0.20,0.20,0.80,1.00,0.20,0.60,0.60,0.20,0.40,0.20"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how to get a rental car from insurance claim,Informational,0.21,0.16,0.06,480,"1,440",$4.02,0.78,1.07,0.73,877,0.93,"Featured snippet, Thumbnails, People also ask","0.82,1.00,0.82,0.82,1.00,0.82,0.82,0.82,1.00,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how to get free health insurance,Informational,0.18,0.11,0.03,480,"1,440",$4.80,0.78,1.05,0.64,755,0.68,"Adwords top, Featured snippet, People also ask, Sitelinks, Adwords bottom","0.82,0.82,0.67,0.67,0.67,0.82,0.82,0.67,0.82,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how to shop for car insurance,Informational,0.19,0.12,0.05,480,"1,440",$49.71,0.48,1.21,0.84,703,1.16,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories","0.67,0.67,0.67,0.67,0.67,0.82,0.82,0.82,0.67,0.67,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,Indiana,-,-,-,how to shop for homeowners insurance in texas,Informational,0.23,0.13,0.03,480,"1,440",$7.18,0.69,1.06,0.52,548,0.45,-,"0.20,0.20,0.40,0.20,0.20,0.20,1.00,0.80,0.40,0.20,0.20,0.20"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,how to sign up for health insurance,Informational,0.18,0.07,-0.04,480,"1,440",$5.97,0.92,1.26,0.72,"1,202",0.91,"Adwords top, Sitelinks, Featured snippet, People also ask","0.44,0.55,0.44,0.36,0.36,0.44,0.55,0.44,0.55,0.82,1.00,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,how to switch car insurance,Informational,0.19,0.12,0.07,480,"1,440",$33.42,0.58,1.06,0.74,655,0.86,"Adwords top, Sitelinks, Featured snippet, Thumbnails, Adwords bottom","0.67,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,is a broken water main covered by homeowners insurance,Informational,0.16,0.1,0.03,480,"1,440",$5.97,0.87,1.2,0.33,496,0.04,"Featured snippet, People also ask, Top stories, Thumbnails","0.71,0.29,0.14,0.14,0.14,0.29,0.29,0.14,0.14,0.14,1.00,0.14"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,is life insurance payout taxable,Informational,0.22,0.13,0.05,480,"1,440",$2.26,0.84,1.16,0.63,884,0.5,"Featured snippet, People also ask","0.68,0.55,0.45,0.45,0.45,0.37,0.37,0.45,0.55,0.45,0.45,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Long Term Insurance,-,-,-,-,is long term care insurance worth it,Informational,0.2,0.12,0.03,480,"1,440",$10.55,0.81,1.2,0.83,"1,162",1.37,"People also ask, Adwords bottom, Sitelinks","0.68,0.77,0.77,0.68,0.68,0.68,0.68,0.77,0.77,0.77,0.68,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,is medical insurance tax deductible,Informational,0.2,0.1,0.02,480,"1,440",$7.09,0.69,1.14,0.64,725,0.59,"Featured snippet, Thumbnails, People also ask","0.82,1.00,0.67,0.36,0.29,0.36,0.29,0.36,0.54,0.67,0.54,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,is renters insurance worth it,Informational,0.2,0.13,0.05,480,"1,440",$19.48,0.76,1.3,0.72,"1,024",0.96,"Featured snippet, People also ask, Sitelinks","0.67,0.67,0.67,0.82,0.82,1.00,1.00,0.67,0.67,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,is there a penalty for no health insurance 2019,Informational,0.2,0.14,0.08,480,"1,440",$14.93,0.68,1.3,0.53,675,0.49,"Featured snippet, Thumbnails, People also ask","0.24,0.03,0.02,0.02,0.03,0.02,0.01,0.01,0.03,0.04,0.04,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,is there still a penalty for not having health insurance,Informational,0.21,0.14,0.06,480,"1,440",$2.64,0.79,1.11,0.74,934,0.99,"Featured snippet, Thumbnails, People also ask","1.00,0.26,0.21,0.21,0.17,0.39,0.26,0.48,0.39,0.88,0.59,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Vision Insurance,-,-,-,-,is vision insurance worth it,Informational,0.2,0.13,0.06,480,"1,440",$6.41,0.8,1.25,0.83,"1,195",1.15,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails","0.25,0.25,0.25,0.31,0.31,0.31,0.31,0.31,0.53,1.00,0.53,0.38"
Finance & Insurance Industry,Insurance Services,Health Insurance,Long Term Insurance,-,-,-,-,long term care insurance definition,Informational,0.19,0.12,0.03,480,"1,440",$11.29,0.92,1.2,0.63,"1,002",0.53,"Adwords top, Sitelinks, People also ask","0.67,1.00,0.82,0.82,0.36,0.30,0.24,0.16,0.44,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Long Term Insurance,-,-,-,-,should i buy long term care insurance,Informational,0.25,0.17,0.12,480,"1,440",$11.08,0.8,1.46,0.83,"1,396",1.45,People also ask,"0.82,1.00,1.00,0.82,0.82,1.00,0.67,0.82,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,should i buy travel insurance,Informational,0.19,0.09,-0.02,480,"1,440",$6.63,0.91,1.05,0.83,"1,142",1.03,"Featured snippet, Thumbnails, People also ask, Top stories, Adwords bottom","1.00,1.00,0.81,0.81,0.81,0.66,0.81,0.66,0.81,0.66,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,should you get rental car insurance,Informational,0.25,0.16,0.09,480,"1,440",$5.83,0.76,1.43,0.84,"1,315",1.06,People also ask,"0.67,1.00,0.82,1.00,1.00,1.00,1.00,0.82,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what does car insurance cover,Informational,0.17,0.06,0.01,480,"1,440",$37.29,0.73,1.02,0.64,686,0.55,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos","0.82,1.00,1.00,1.00,0.82,1.00,0.82,0.82,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what does full coverage car insurance cover,Informational,0.19,0.14,0.07,480,"1,440",$31.96,0.5,1.19,0.74,634,0.83,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories","0.15,0.24,0.29,1.00,0.24,0.19,0.24,0.29,0.36,0.54,0.44,0.29"
Finance & Insurance Industry,Insurance Services,Business Insurance,General Liability Insurance,-,-,-,-,what does general liability insurance cover,Informational,0.2,0.1,0,480,"1,440",$34.78,0.57,1.3,0.73,779,0.8,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.44,0.36,0.81,0.54,0.54,0.66,0.66,0.81,1.00,0.81,0.66,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,what does health insurance cover,Informational,0.21,0.16,0.09,480,"1,440",$7.17,0.76,1.42,0.64,995,0.55,"Featured snippet, Thumbnails, People also ask","0.72,0.88,1.00,1.00,0.59,0.48,0.48,0.59,0.88,0.88,0.88,0.88"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what does liability car insurance cover,Informational,0.23,0.16,0.08,480,"1,440",$32.89,0.5,1.15,0.53,439,0.4,"Featured snippet, Thumbnails","0.48,0.88,0.88,0.72,0.39,0.39,0.72,0.88,1.00,0.88,0.72,0.88"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,what does renters insurance not cover,Informational,0.18,0.13,0.02,480,"1,440",$16.19,0.79,1.19,0.63,853,0.65,"Adwords top, Sitelinks, Featured snippet, People also ask","0.67,0.54,0.67,1.00,0.67,0.81,0.81,0.81,1.00,1.00,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what happens when a car is totaled,Informational,0.19,0.11,0.01,480,"1,440",$44.69,0.69,1.19,0.73,863,0.94,"Featured snippet, Thumbnails, People also ask, Top stories","0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what happens when your car is totaled,Informational,0.18,0.1,-0.01,480,"1,440",$11.22,0.9,2.19,0.74,"2,100",0.88,"Featured snippet, Thumbnails, People also ask, Top stories","0.82,0.82,1.00,1.00,1.00,1.00,0.82,0.82,1.00,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Term Life Insurance,-,-,-,-,what is a term life insurance policy,Informational,0.17,0.06,0.01,480,"1,440",$25.00,0.59,1.12,0.64,609,0.53,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Videos","0.55,0.68,0.68,0.68,0.68,0.68,1.00,0.68,0.68,0.77,0.77,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,what is auto insurance,Informational,0.22,0.17,0.12,480,"1,440",$41.47,0.48,1.11,0.64,491,0.75,"Sitelinks, People also ask","0.67,0.82,1.00,1.00,0.44,0.44,0.44,0.55,0.82,0.82,0.82,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,what is cobra health insurance,Informational,0.16,0.1,0.03,480,"1,440",$2.22,0.76,1.11,0.64,777,0.67,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask","0.54,0.67,1.00,1.00,0.67,0.67,0.67,0.54,0.54,0.67,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Business Insurance,Commercial Insurance,-,-,-,-,what is commercial prescription drug insurance,Informational,0.22,0.16,0.08,480,"1,440",$23.47,0.59,1,0.54,459,0.39,"Featured snippet, People also ask","0.54,0.44,0.44,1.00,0.82,0.82,0.67,0.67,0.82,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Business Insurance,General Liability Insurance,-,-,-,-,what is general liability insurance,Informational,0.22,0.11,0.03,480,"1,440",$21.80,0.6,1.29,0.64,713,0.75,"People also ask, Top stories, Thumbnails","0.67,1.00,0.67,0.82,0.55,0.67,0.67,0.67,0.67,0.55,0.55,0.82"
Finance & Insurance Industry,Insurance Services,Life Insurance,Permanent Life Insurance,-,-,-,-,what is permanent life insurance,Informational,0.18,0.1,0,480,"1,440",$17.07,0.69,1.2,0.64,763,0.67,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","0.59,1.00,0.72,0.59,0.59,0.59,0.72,0.59,0.72,0.72,0.59,0.88"
Finance & Insurance Industry,Insurance Services,Life Insurance,Term Life Insurance,-,-,-,-,what is term life insurance mean,Informational,0.2,0.12,0.01,480,"1,440",$15.73,0.91,1.01,0.74,979,0.84,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Top stories, Image pack, Adwords bottom","0.44,0.55,0.55,0.55,0.30,0.16,0.30,0.36,1.00,0.16,0.19,0.67"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,what is voluntary life insurance,Informational,0.19,0.1,0.03,480,"1,440",$5.66,0.78,1.25,0.52,730,0.29,"Featured snippet, Thumbnails, People also ask","0.17,0.17,0.20,0.25,0.20,0.20,0.25,0.20,0.45,1.00,0.45,0.25"
